text,cui,name,start,end,relevance,presence,laterality (generic)
maybe neoplasm of mesothelial tissue,126724001,neoplasm of mesothelial tissue,6,36,present,suspected,none
exclude diffuse callus,238466003,diffuse callus,8,22,present,suspected,none
exclude chemical keratitis,418998008,chemical keratitis,8,26,present,suspected,none
could have polymorphic light eruption,238525001,polymorphic light eruption,11,37,present,suspected,none
could be accidental thiethylperazine overdose,296222008,accidental thiethylperazine overdose,9,45,present,suspected,none
suspect pseudophakia of left eye,11673711000119103,pseudophakia of left eye,8,32,present,suspected,left
maybe acute gonococcal prostatitis,111806005,acute gonococcal prostatitis,6,34,present,suspected,none
suspect ankylosing spondylitis,9631008,ankylosing spondylitis,8,30,present,suspected,none
possibly edetate adverse reaction,292746004,edetate adverse reaction,9,33,present,suspected,none
possible femoral neuropathy,25690000,femoral neuropathy,9,27,present,suspected,none
could have excessive opening of mandible,699450003,excessive opening of mandible,11,40,present,suspected,none
possibly microblepharia,94684003,microblepharia,9,23,present,suspected,none
pos renal phosphaturia,85487008,renal phosphaturia,4,22,present,suspected,none
suspect carcinoma of descending colon,312113007,carcinoma of descending colon,8,37,present,suspected,none
susp malignant neoplasm of thalamus,188287005,malignant neoplasm of thalamus,5,35,present,suspected,none
poss intentional self poisoning,271982007,intentional self poisoning,5,31,present,suspected,none
query fractured hyoid bone,262675006,fractured hyoid bone,6,26,present,suspected,none
suspicion of california serogroup viral meningitis,404239005,california serogroup viral meningitis,13,50,present,suspected,none
maybe neurofaciodigitorenal syndrome,725908007,neurofaciodigitorenal syndrome,6,36,present,suspected,none
query yersinia erythema nodosum,240360007,yersinia erythema nodosum,6,31,present,suspected,none
possible ureteric fistula to colon,235783007,ureteric fistula to colon,9,34,present,suspected,none
sus accretion on teeth,6288001,accretion on teeth,4,22,present,suspected,none
susp ilesha virus disease,37780006,ilesha virus disease,5,25,present,suspected,none
poss chondrosarcoma of rib,1153423005,chondrosarcoma of rib,5,26,present,suspected,none
could have retinopathy caused by canthaxanthin,716717005,retinopathy caused by canthaxanthin,11,46,present,suspected,none
pos hemangioma of nose,449175004,hemangioma of nose,4,22,present,suspected,none
suspicion of clinical malaria,735531008,clinical malaria,13,29,present,suspected,none
suspected meptazinol overdose,295205000,meptazinol overdose,10,29,present,suspected,none
suspect disorder of hair,279425004,disorder of hair,8,24,present,suspected,none
? cystic fibrosis of pancreas,235978006,cystic fibrosis of pancreas,2,29,present,suspected,none
quer post-inflammatory pulmonary fibrosis,266368002,post-inflammatory pulmonary fibrosis,5,41,present,suspected,none
suspect pilomatrixoma,274901004,pilomatrixoma,8,21,present,suspected,none
likely cratered ulcer,420369001,cratered ulcer,7,21,present,suspected,none
probably juxtapapillary focal retinitis,699516005,juxtapapillary focal retinitis,9,39,present,suspected,none
may hematoma of buccal mucosa,262653009,hematoma of buccal mucosa,4,29,present,suspected,none
could have phlebosclerosis of intrahepatic vein,1052210007,phlebosclerosis of intrahepatic vein,11,47,present,suspected,none
susp nicardipine adverse reaction,292462006,nicardipine adverse reaction,5,33,present,suspected,none
sus antibacterial drug overdose,296587004,antibacterial drug overdose,4,31,present,suspected,none
suspected benign neoplasm of paraganglion,92267000,benign neoplasm of paraganglion,10,41,present,suspected,none
accidental piroxicam poisoning suspected,290297004,accidental piroxicam poisoning,0,30,present,suspected,none
probable laceration of sacral cord,262709008,laceration of sacral cord,9,34,present,suspected,none
sickle cell-delta beta^0^-thalassemia suspected,127044007,sickle cell-delta beta^0^-thalassemia,0,37,present,suspected,none
could have primary syphilis of breast,27460003,primary syphilis of breast,11,37,present,suspected,none
poss intentional radiopharmaceutical overdose,295317000,intentional radiopharmaceutical overdose,5,45,present,suspected,none
exclude pellet wound of thumb,283570005,pellet wound of thumb,8,29,present,suspected,none
susp pancreatoblastoma,189814006,pancreatoblastoma,5,22,present,suspected,none
toriello carey syndrome suspected,722477003,toriello carey syndrome,0,23,present,suspected,none
carbuncle of nose suspected,11857005,carbuncle of nose,0,17,present,suspected,none
probably benign primary hypergammaglobulinemic purpura,190810006,benign primary hypergammaglobulinemic purpura,9,54,present,suspected,none
suspicion of microsporide,238445006,microsporide,13,25,present,suspected,none
query invasive vulval paget's disease,423829008,invasive vulval paget's disease,6,37,present,suspected,none
quer gingival pyogenic granuloma,235002009,gingival pyogenic granuloma,5,32,present,suspected,none
query centrofacial lentiginosis syndrome,18822004,centrofacial lentiginosis syndrome,6,40,present,suspected,none
possible common femoral artery stenosis,312829002,common femoral artery stenosis,9,39,present,suspected,none
suspected pituitary mesoadenoma,254964006,pituitary mesoadenoma,10,31,present,suspected,none
could have malignant pilonidal cyst,788979007,malignant pilonidal cyst,11,35,present,suspected,none
maybe congenital pulmonary vein confluence,128566008,congenital pulmonary vein confluence,6,42,present,suspected,none
drug-induced erythromelalgia suspected,403668007,drug-induced erythromelalgia,0,28,present,suspected,none
exclude crushing injury of vulva,74247001,crushing injury of vulva,8,32,present,suspected,none
suspected oxyphenbutazone adverse reaction,292085003,oxyphenbutazone adverse reaction,10,42,present,suspected,none
sus neoplasm of gallbladder,126854002,neoplasm of gallbladder,4,27,present,suspected,none
prob xanthoma diabeticorum,217341008,xanthoma diabeticorum,5,26,present,suspected,none
suspicious hydrops of placenta,75094005,hydrops of placenta,11,30,present,suspected,none
prob cat scratch disease,79974007,cat scratch disease,5,24,present,suspected,none
possible iliolumbar nerve injury,212248007,iliolumbar nerve injury,9,32,present,suspected,none
injury of splanchnic nerve suspected,51881002,injury of splanchnic nerve,0,26,present,suspected,none
"maybe open fracture olecranon, extra-articular",208301006,"open fracture olecranon, extra-articular",6,46,present,suspected,none
probably sublingual varices,20656007,sublingual varices,9,27,present,suspected,none
suspicion of thromboxane generation defect,234475005,thromboxane generation defect,13,42,present,suspected,none
suspect gangrenous pneumonia,7063008,gangrenous pneumonia,8,28,present,suspected,none
exclude burn of left eyelid,12081811000119107,burn of left eyelid,8,27,present,suspected,left
follicular conjunctivitis suspected,86402005,follicular conjunctivitis,0,25,present,suspected,none
? malignant neoplasm of mesocolon,187809000,malignant neoplasm of mesocolon,2,33,present,suspected,none
"could be open injury, accessory nerve",212149009,"open injury, accessory nerve",9,37,present,suspected,none
suspicious chondrocalcinosis of left ankle,1074201000119102,chondrocalcinosis of left ankle,11,42,present,suspected,left
suspect semantic dysphasia,331652006,semantic dysphasia,8,26,present,suspected,none
query thrombocytosis,6631009,thrombocytosis,6,20,present,suspected,none
could be voyeurism,63835008,voyeurism,9,18,present,suspected,none
susp scar of face,447071003,scar of face,5,17,present,suspected,none
suspected deficiency of isomaltase,360854006,deficiency of isomaltase,10,34,present,suspected,none
probable poisoning caused by cephalexin,43893007,poisoning caused by cephalexin,9,39,present,suspected,none
probably pyelon triplex,253860008,pyelon triplex,9,23,present,suspected,none
? gestural tic disorder,230338006,gestural tic disorder,2,23,present,suspected,none
query postoperative adhesions of vagina,32865001,postoperative adhesions of vagina,6,39,present,suspected,none
prob descemetocele of right eye,335441000119101,descemetocele of right eye,5,31,present,suspected,right
probably sudden visual loss,15203004,sudden visual loss,9,27,present,suspected,none
sus nicotine adverse reaction,292451006,nicotine adverse reaction,4,29,present,suspected,none
suspicion of accidental prochlorperazine overdose,296246001,accidental prochlorperazine overdose,13,49,present,suspected,none
susp secondary hypertriglyceridemia,238087001,secondary hypertriglyceridemia,5,35,present,suspected,none
pityriasis lichenoides suspected,200983001,pityriasis lichenoides,0,22,present,suspected,none
prob venom-induced angioedema-urticaria,241956005,venom-induced angioedema-urticaria,5,39,present,suspected,none
suspicious rheumatoid nodulosis,402426007,rheumatoid nodulosis,11,31,present,suspected,none
probably blunt injury,425359009,blunt injury,9,21,present,suspected,none
pos 5-hydroxytryptamine secreting neuroendocrine tumor,404810003,5-hydroxytryptamine secreting neuroendocrine tumor,4,54,present,suspected,none
possible capillary hemangioma of eyelid,231828003,capillary hemangioma of eyelid,9,39,present,suspected,none
suspect primary endocardial fibroelastosis,8239009,primary endocardial fibroelastosis,8,42,present,suspected,none
maybe tendon rupture - shoulder,288216005,tendon rupture - shoulder,6,31,present,suspected,none
maybe isolation of subclavian artery,253668003,isolation of subclavian artery,6,36,present,suspected,none
suspicion of phlebitis in pregnancy,1148583001,phlebitis in pregnancy,13,35,present,suspected,none
possible cowpox,70090004,cowpox,9,15,present,suspected,none
? atrophic dermatofibroma,404000008,atrophic dermatofibroma,2,25,present,suspected,none
query trichomonal vaginitis,276877003,trichomonal vaginitis,6,27,present,suspected,none
suspicious congenital anomaly of diaphragm,88386004,congenital anomaly of diaphragm,11,42,present,suspected,none
probable neonatal hyperhistidinemia,80473005,neonatal hyperhistidinemia,9,35,present,suspected,none
retinal artery occlusion suspected,232035005,retinal artery occlusion,0,24,present,suspected,none
suspected closed fracture of shoulder,704210003,closed fracture of shoulder,10,37,present,suspected,none
suspicion of infection caused by pneumospirura,41107005,infection caused by pneumospirura,13,46,present,suspected,none
suspicious cardiac disease in pregnancy,274121004,cardiac disease in pregnancy,11,39,present,suspected,none
query aneurysm of gastroepiploic artery,71226004,aneurysm of gastroepiploic artery,6,39,present,suspected,none
"? ehlers-danlos syndrome, type 5",67202007,"ehlers-danlos syndrome, type 5",2,32,present,suspected,none
prob cobb's syndrome,254774003,cobb's syndrome,5,20,present,suspected,none
suspicion of accidental penicillin g poisoning,291546004,accidental penicillin g poisoning,13,46,present,suspected,none
prune belly syndrome suspected,5187006,prune belly syndrome,0,20,present,suspected,none
exclude bacterial corneal ulcer,231893002,bacterial corneal ulcer,8,31,present,suspected,none
probably intentional sodium picosulfate poisoning,290438009,intentional sodium picosulfate poisoning,9,49,present,suspected,none
pos acquired poliosis circumscripta,50305006,acquired poliosis circumscripta,4,35,present,suspected,none
