text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
personal history {p intensive care neurological disorder},398106007 | Intensive care neurological disorder (disorder),Historic,Confirmed,No laterality
3 prev {p acute berylliosis},10613001 | Acute berylliosis (disorder),Historic,Confirmed,No laterality
4 previous {p acute tubulointerstitial nephritis},28637003 | Acute tubulointerstitial nephritis (disorder),Historic,Confirmed,No laterality
{p neurotic delinquency} a few years previously,192100008 | Neurotic delinquency (disorder),Historic,Confirmed,No laterality
{p gout caused by lead} last 6 months,239846006 | Gout caused by lead (disorder),Historic,Confirmed,No laterality
past history {p atrial bigeminy},251173003 | Atrial bigeminy (disorder),Historic,Confirmed,No laterality
{p acute viral tonsillitis} recovered,195676005 | Acute viral tonsillitis (disorder),Historic,Confirmed,No laterality
{p disorder of stature} few years prev,237834000 | Disorder of stature (disorder),Historic,Confirmed,No laterality
{p sedative amnestic disorder} previously,302507002 | Sedative amnestic disorder (disorder),Historic,Confirmed,No laterality
{p inflammation of right mastoid} a few years back,1091681000119104 | Inflammation of right mastoid (disorder),Historic,Confirmed,Right
{p boric acid adverse reaction} few yr prev,292894008 | Boric acid adverse reaction (disorder),Historic,Confirmed,No laterality
not had {p rotator cuff impingement syndrome},359532006 | Rotator cuff impingement syndrome (disorder),Historic,Negated,No laterality
no history {p infection caused by neoascaris},76007003 | Infection caused by Neoascaris (disorder),Historic,Negated,No laterality
{p eczematous drug eruption} upto aged 13,238990009 | Eczematous drug eruption (disorder),Historic,Confirmed,No laterality
{p gummatous osteitis of yaws} few years prev,72054002 | Gummatous osteitis of yaws (disorder),Historic,Confirmed,No laterality
{p perodactylia of lesser toe} while 15 yr old,205352007 | Perodactylia of lesser toe (disorder),Historic,Confirmed,No laterality
no pmh of {p tumor of eyelid},278697001 | Tumor of eyelid (disorder),Historic,Negated,No laterality
{p histoplasmosis with pericarditis} a few years back,187059008 | Histoplasmosis with pericarditis (disorder),Historic,Confirmed,No laterality
{p dehydrated hereditary stomatocytosis} while aged 55,715526002 | Dehydrated hereditary stomatocytosis (disorder),Historic,Confirmed,No laterality
{p injury of pelvic girdle} from aged 17,700009007 | Injury of pelvic girdle (disorder),Historic,Confirmed,No laterality
frequent {p acute lymphangitis},8838005 | Acute lymphangitis (disorder),Historic,Confirmed,No laterality
4 previous {p acute bacterial sialadenitis},235124007 | Acute bacterial sialadenitis (disorder),Historic,Confirmed,No laterality
pers hist of {p deficiency of alpha-galactosidase},124464003 | Deficiency of alpha-galactosidase (disorder),Historic,Confirmed,No laterality
{p ischemic heart disease} few yr back,414545008 | Ischemic heart disease (disorder),Historic,Confirmed,No laterality
previous {p pseudomembranous conjunctivitis},72115001 | Pseudomembranous conjunctivitis (disorder),Historic,Confirmed,No laterality
never had {p hypopyon},87807004 | Hypopyon (disorder),Historic,Negated,No laterality
no pmh {p chronic poisoning},128301004 | Chronic poisoning (disorder),Historic,Negated,No laterality
{p acute milk alkali syndrome} recovered,88380005 | Acute milk alkali syndrome (disorder),Historic,Confirmed,No laterality
{p injury of cauda equina} when aged 35,230614002 | Injury of cauda equina (disorder),Historic,Confirmed,No laterality
previous hx {p internal stoma fistula},236127007 | Internal stoma fistula (disorder),Historic,Confirmed,No laterality
{p hyperekplexia epilepsy syndrome} previously,785726009 | Hyperekplexia epilepsy syndrome (disorder),Historic,Confirmed,No laterality
{p intentional nystatin overdose} few years prev,296545001 | Intentional nystatin overdose (disorder),Historic,Confirmed,No laterality
no hx {p thromboembolism of renal arteries},60989005 | Thromboembolism of renal arteries (disorder),Historic,Negated,No laterality
{p craniomandibular osteopathy} last 7 mth,44615006 | Craniomandibular osteopathy (disorder),Historic,Confirmed,No laterality
{p leukoplakia of buccal mucosa} from aged 45,196568006 | Leukoplakia of buccal mucosa (disorder),Historic,Confirmed,No laterality
{p viral hemorrhagic fever} recovered,240523007 | Viral hemorrhagic fever (disorder),Historic,Confirmed,No laterality
previously {p avery's syndrome type 1},276531000 | Avery's syndrome type 1 (disorder),Historic,Confirmed,No laterality
{p elastosis perforans serpiginosa} some time prev,49428008 | Elastosis perforans serpiginosa (disorder),Historic,Confirmed,No laterality
{p demyelinating sensorimotor neuropathy} while 61 yr o,230656003 | Demyelinating sensorimotor neuropathy (disorder),Historic,Confirmed,No laterality
{p congestive non-allergic rhinitis} previously,403457003 | Congestive non-allergic rhinitis (disorder),Historic,Confirmed,No laterality
{p adnexal carcinoma of vulva} previously,1144945000 | Adnexal carcinoma of vulva (disorder),Historic,Confirmed,No laterality
personal history {p edema of penis},198035003 | Edema of penis (disorder),Historic,Confirmed,No laterality
no hx {p angle closure glaucoma suspect},1003488007 | Angle closure glaucoma suspect (disorder),Historic,Negated,No laterality
"had {p acute paralytic poliomyelitis, vaccine-associated}","186478009 | Acute paralytic poliomyelitis, vaccine-associated (disorder)",Historic,Confirmed,No laterality
not had {p lymphedema praecox},77123007 | Lymphedema praecox (disorder),Historic,Negated,No laterality
{p agenesis of bile duct} few years ago,1003567000 | Agenesis of bile duct (disorder),Historic,Confirmed,No laterality
1 previous {p acute laryngitis and/or tracheitis},276443001 | Acute laryngitis and/or tracheitis (disorder),Historic,Confirmed,No laterality
{p acute radiation nephritis} recovered,236524006 | Acute radiation nephritis (disorder),Historic,Confirmed,No laterality
had {p acute dacryoadenitis},2589008 | Acute dacryoadenitis (disorder),Historic,Confirmed,No laterality
{p injection site hypersensitivity} from age 51,95378001 | Injection site hypersensitivity (disorder),Historic,Confirmed,No laterality
{p primary angiosarcoma of head} a few years prev,682321000119109 | Primary angiosarcoma of head (disorder),Historic,Confirmed,No laterality
{p retinal pigment epithelium atrophy} in the past,421506003 | Retinal pigment epithelium atrophy (disorder),Historic,Confirmed,No laterality
not had {p peripheral venous insufficiency},20696009 | Peripheral venous insufficiency (disorder),Historic,Negated,No laterality
{p angiolymphoid hyperplasia with eosinophilia} some time prev,125574005 | Angiolymphoid hyperplasia with eosinophilia (disorder),Historic,Confirmed,No laterality
{p inevitable abortion incomplete} at aged 41,307737000 | Inevitable abortion incomplete (disorder),Historic,Confirmed,No laterality
previous {p acute-on-chronic retention of urine},236649000 | Acute-on-chronic retention of urine (disorder),Historic,Confirmed,No laterality
1 prev {p pulmonary insufficiency following surgery},196152007 | Pulmonary insufficiency following surgery (disorder),Historic,Confirmed,No laterality
{p injury due to bayonet} prev,243050009 | Injury due to bayonet (disorder),Historic,Confirmed,No laterality
2 previous {p acute endophthalmitis},1493002 | Acute endophthalmitis (disorder),Historic,Confirmed,No laterality
{p congenital deformity of nose} last 3 months,72089000 | Congenital deformity of nose (disorder),Historic,Confirmed,No laterality
not had {p tumor of corpus spongiosum},254910008 | Tumor of corpus spongiosum (disorder),Historic,Negated,No laterality
no hist {p intentional oleandomycin poisoning},291504008 | Intentional oleandomycin poisoning (disorder),Historic,Negated,No laterality
never had {p tunga penetrans infestation},64612002 | Tunga penetrans infestation (disorder),Historic,Negated,No laterality
{p secondary malignant renovascular hypertension} upto aged 5,194783001 | Secondary malignant renovascular hypertension (disorder),Historic,Confirmed,No laterality
{p hypervolemia} few yrs ago,21639008 | Hypervolemia (disorder),Historic,Confirmed,No laterality
no previous hist of {p accidental chelating agent poisoning},291415001 | Accidental chelating agent poisoning (disorder),Historic,Negated,No laterality
recurrent {p acute idiopathic pericarditis},266235007 | Acute idiopathic pericarditis (disorder),Historic,Confirmed,No laterality
pers history {p hypertrophic osteoarthropathy},203357004 | Hypertrophic osteoarthropathy (disorder),Historic,Confirmed,No laterality
had {p acute viral pericarditis},40959008 | Acute viral pericarditis (disorder),Historic,Confirmed,No laterality
{p 17p11.2 microduplication syndrome} last 4 mths,734016004 | 17p11.2 microduplication syndrome (disorder),Historic,Confirmed,No laterality
3 prev {p acute alcoholic liver disease},9953008 | Acute alcoholic liver disease (disorder),Historic,Confirmed,No laterality
never had {p endocardial cushion defect},15459006 | Endocardial cushion defect (disorder),Historic,Negated,No laterality
{p persistent delusional disorder} last 1 month,231487004 | Persistent delusional disorder (disorder),Historic,Confirmed,No laterality
{p tiaprofenic acid poisoning} few yr back,290308002 | Tiaprofenic acid poisoning (disorder),Historic,Confirmed,No laterality
{p acute streptococcal bronchitis} recovered,195720006 | Acute streptococcal bronchitis (disorder),Historic,Confirmed,No laterality
{p fournier's gangrene of scrotum} until age 45,236782005 | Fournier's gangrene of scrotum (disorder),Historic,Confirmed,No laterality
no past hx of {p ocular syphilis},410478005 | Ocular syphilis (disorder),Historic,Negated,No laterality
{p occlusion of brachial artery} prev,842061000000108 | Occlusion of brachial artery (disorder),Historic,Confirmed,No laterality
no pmh of {p masked depression},231500002 | Masked depression (disorder),Historic,Negated,No laterality
{p internal ophthalmoplegia} in the past,232146005 | Internal ophthalmoplegia (disorder),Historic,Confirmed,No laterality
{p hemorrhage of bilateral retinas} prev,343871000119105 | Hemorrhage of bilateral retinas (disorder),Historic,Confirmed,Bilateral
{p cellulitis of eyelid} last 11 month,231796003 | Cellulitis of eyelid (disorder),Historic,Confirmed,No laterality
{p sudden hearing loss} from 37 yr o,79471008 | Sudden hearing loss (disorder),Historic,Confirmed,No laterality
no ph of {p chronic non-neuropathic gaucher's disease},62201009 | Chronic non-neuropathic Gaucher's disease (disorder),Historic,Negated,No laterality
not had {p anophthalmos of bilateral eyes},15665641000119103 | Anophthalmos of bilateral eyes (disorder),Historic,Negated,Bilateral
not had {p prominent renal pelvis},699055002 | Prominent renal pelvis (disorder),Historic,Negated,No laterality
{p paralysis of palate} last 7 month,129583005 | Paralysis of palate (disorder),Historic,Confirmed,No laterality
{p irreducible spigelian hernia} from aged 69,196957002 | Irreducible Spigelian hernia (disorder),Historic,Confirmed,No laterality
no prev hx of {p boil of lower limb},302011000 | Boil of lower limb (disorder),Historic,Negated,No laterality
personal hx {p hypericum perforatum poisoning},111787005 | Hypericum perforatum poisoning (disorder),Historic,Confirmed,No laterality
{p acute infective bronchitis} recovered,312371005 | Acute infective bronchitis (disorder),Historic,Confirmed,No laterality
{p nonsustained paroxysmal supraventricular tachycardia} recovered,5761000119100 | Nonsustained paroxysmal supraventricular tachycardia (disorder),Historic,Confirmed,No laterality
{p hemorrhagic proctitis} at 36 years old,981008 | Hemorrhagic proctitis (disorder),Historic,Confirmed,No laterality
no past history {p congenital anomaly of eyelid},91158006 | Congenital anomaly of eyelid (disorder),Historic,Negated,No laterality
{p varicose veins of perineum} last 2 mth,275518003 | Varicose veins of perineum (disorder),Historic,Confirmed,No laterality
no past history {p cardiac disease in pregnancy},274121004 | Cardiac disease in pregnancy (disorder),Historic,Negated,No laterality
{p laceration of abdomen} in the past,283378004 | Laceration of abdomen (disorder),Historic,Confirmed,No laterality
no past hist of {p accidental azithromycin overdose},296615005 | Accidental azithromycin overdose (disorder),Historic,Negated,No laterality
{p iron deficiency anemia} until age 11,87522002 | Iron deficiency anemia (disorder),Historic,Confirmed,No laterality
no prev hx {p infection caused by bunostomum},58426006 | Infection caused by Bunostomum (disorder),Historic,Negated,No laterality
{p mesenteric pseudocyst} when 68 yr old,236013000 | Mesenteric pseudocyst (disorder),Historic,Confirmed,No laterality
"{p necrobiosis lipoidica, granulomatous type} when 4 years o","66350002 | Necrobiosis lipoidica, granulomatous type (disorder)",Historic,Confirmed,No laterality
