text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p progressive multifocal leukoencephalopathy} risk score,22255007 | Progressive multifocal leukoencephalopathy (disorder),Irrelevant,Confirmed,No laterality
father feels {p combined valvular-subvalvular pulmonic stenosis},92830003 | Combined valvular-subvalvular pulmonic stenosis (disorder),Irrelevant,Confirmed,No laterality
fear of {p laceration of cerebrum},262691009 | Laceration of cerebrum (disorder),Irrelevant,Confirmed,No laterality
concerned about {p furuncle of vulva},198227006 | Furuncle of vulva (disorder),Irrelevant,Confirmed,No laterality
department of {p histiocytic sarcoma},109988003 | Histiocytic sarcoma (disorder),Irrelevant,Confirmed,No laterality
family history of {p condyloma acuminata of cervix},419266001 | Condyloma acuminata of cervix (disorder),Irrelevant,Confirmed,No laterality
dad has {p endocervicitis},31354001 | Endocervicitis (disorder),Irrelevant,Confirmed,No laterality
"risk of {p 46, xx true hermaphrodite}","205719003 | 46, XX true hermaphrodite (disorder)",Irrelevant,Confirmed,No laterality
grandfather feels {p malarial shock lung},240629003 | Malarial shock lung (disorder),Irrelevant,Confirmed,No laterality
brother suffers from {p bezafibrate adverse reaction},293426001 | Bezafibrate adverse reaction (disorder),Irrelevant,Confirmed,No laterality
department of {p metabolic purpura},234496003 | Metabolic purpura (disorder),Irrelevant,Confirmed,No laterality
family history of {p trachyonychia},69192004 | Trachyonychia (disorder),Irrelevant,Confirmed,No laterality
department of {p adiposogenital dystrophy},62999006 | Adiposogenital dystrophy (disorder),Irrelevant,Confirmed,No laterality
wife suffers from {p complete tear radio-scapho-capitate ligament},209589001 | Complete tear radio-scapho-capitate ligament (disorder),Irrelevant,Confirmed,No laterality
fear of {p idiopathic sideroblastic anemia},276448005 | Idiopathic sideroblastic anemia (disorder),Irrelevant,Confirmed,No laterality
fear of {p systemic sclerosis},89155008 | Systemic sclerosis (disorder),Irrelevant,Confirmed,No laterality
ddx {p congenital lymphangioma},254836000 | Congenital lymphangioma (disorder),Irrelevant,Confirmed,No laterality
wifes has {p traction detachment of retina},34711008 | Traction detachment of retina (disorder),Irrelevant,Confirmed,No laterality
son suffers from {p excessive bombesin secretion},237593001 | Excessive bombesin secretion (disorder),Irrelevant,Confirmed,No laterality
{p paradoxic hearing loss} risk score,42853003 | Paradoxic hearing loss (disorder),Irrelevant,Confirmed,No laterality
dept of {p amputation-related dermatosis},238488003 | Amputation-related dermatosis (disorder),Irrelevant,Confirmed,No laterality
discussed {p stricture of jejunum},550376571000132101 | Stricture of jejunum (disorder),Irrelevant,Confirmed,No laterality
wife suffers from {p puncture wound of throat},283509007 | Puncture wound of throat (disorder),Irrelevant,Confirmed,No laterality
department of {p complication of injury},116225000 | Complication of injury (disorder),Irrelevant,Confirmed,No laterality
wifes suffers from {p manus plana},59693007 | Manus plana (disorder),Irrelevant,Confirmed,No laterality
son had {p intentional thioguanine overdose},295711001 | Intentional thioguanine overdose (disorder),Irrelevant,Confirmed,No laterality
discussion about {p gardner syndrome},60876000 | Gardner syndrome (disorder),Irrelevant,Confirmed,No laterality
dept of {p diabetes mellitus type 2},44054006 | Diabetes mellitus type 2 (disorder),Irrelevant,Confirmed,No laterality
concerned about {p laryngeal dystonia},3331000119108 | Laryngeal dystonia (disorder),Irrelevant,Confirmed,No laterality
friend feels {p bacterial sinusitis},703470001 | Bacterial sinusitis (disorder),Irrelevant,Confirmed,No laterality
family hist {p intentional phosphodiesterase inhibitor poisoning},291997002 | Intentional phosphodiesterase inhibitor poisoning (disorder),Irrelevant,Confirmed,No laterality
explained about {p chronic cluster headache},230473009 | Chronic cluster headache (disorder),Irrelevant,Confirmed,No laterality
family history of {p chronic right idiopathic vestibulopathy},762308007 | Chronic right idiopathic vestibulopathy (disorder),Irrelevant,Confirmed,Right
worried {p carcinoid tumor of appendix},253002004 | Carcinoid tumor of appendix (disorder),Irrelevant,Confirmed,No laterality
friend feels {p injury of lumbar spine},262524001 | Injury of lumbar spine (disorder),Irrelevant,Confirmed,No laterality
worried about {p neonatal abstinence syndrome},414819007 | Neonatal abstinence syndrome (disorder),Irrelevant,Confirmed,No laterality
grandfather feels {p esophagitis grade iii},413227000 | Esophagitis grade III (disorder),Irrelevant,Confirmed,No laterality
family hist {p ischemic contracture of kidney},733342000 | Ischemic contracture of kidney (disorder),Irrelevant,Confirmed,No laterality
sisters had {p gunshot entry wound},425055008 | Gunshot entry wound (disorder),Irrelevant,Confirmed,No laterality
discussion about {p left cleft lip},764092008 | Left cleft lip (disorder),Irrelevant,Confirmed,Left
relation {p iliac blood vessel injury},210814008 | Iliac blood vessel injury (disorder),Irrelevant,Confirmed,No laterality
spouse has {p aminoglutethimide overdose},295768004 | Aminoglutethimide overdose (disorder),Irrelevant,Confirmed,No laterality
worried about {p intentional phosphodiesterase inhibitor poisoning},291997002 | Intentional phosphodiesterase inhibitor poisoning (disorder),Irrelevant,Confirmed,No laterality
{p injury of muscle} risk score,95847005 | Injury of muscle (disorder),Irrelevant,Confirmed,No laterality
discussion about {p nail wound of shin},283673001 | Nail wound of shin (disorder),Irrelevant,Confirmed,No laterality
"{p drug dependence, continuous} precautions","153491000119103 | Drug dependence, continuous (disorder)",Irrelevant,Confirmed,No laterality
concerned about {p duodenocolic fistula},16010007 | Duodenocolic fistula (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p accidental flunitrazepam overdose},296055006 | Accidental flunitrazepam overdose (disorder),Irrelevant,Confirmed,No laterality
{p flurazepam overdose} risk assessment,296058008 | Flurazepam overdose (disorder),Irrelevant,Confirmed,No laterality
{p fructose-biphosphatase deficiency} precautions,28183005 | Fructose-biphosphatase deficiency (disorder),Irrelevant,Confirmed,No laterality
husband had {p increased anogenital distance},93613008 | Increased anogenital distance (disorder),Irrelevant,Confirmed,No laterality
sisters suffers from {p light chain nephropathy},55006001 | Light chain nephropathy (disorder),Irrelevant,Confirmed,No laterality
family hist {p symmetrical growth retardation},276607000 | Symmetrical growth retardation (disorder),Irrelevant,Confirmed,No laterality
grandfather feels {p pulmonary valve disorder},76267008 | Pulmonary valve disorder (disorder),Irrelevant,Confirmed,No laterality
{p flupenthixol decanoate overdose} risk score,296258001 | Flupenthixol decanoate overdose (disorder),Irrelevant,Confirmed,No laterality
spouse suffers from {p postcholecystectomy bile peritonitis},438495005 | Postcholecystectomy bile peritonitis (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p intentional clobazam poisoning},291063006 | Intentional clobazam poisoning (disorder),Irrelevant,Confirmed,No laterality
family member {p bismuth compound overdose},295334008 | Bismuth compound overdose (disorder),Irrelevant,Confirmed,No laterality
husband {p stucco keratosis},403869001 | Stucco keratosis (disorder),Irrelevant,Confirmed,No laterality
sister had {p intentional isotretinoin overdose},296476005 | Intentional isotretinoin overdose (disorder),Irrelevant,Confirmed,No laterality
family hist {p intentional primidone poisoning},290959005 | Intentional primidone poisoning (disorder),Irrelevant,Confirmed,No laterality
{p acute viral otitis externa} risk assessment,232222008 | Acute viral otitis externa (disorder),Irrelevant,Confirmed,No laterality
{p factor xii deficiency disease} risk score,46981006 | Factor XII deficiency disease (disorder),Irrelevant,Confirmed,No laterality
brothers has {p post-surgical refractory hypotension},7431000175109 | Post-surgical refractory hypotension (disorder),Irrelevant,Confirmed,No laterality
worried {p primary male infertility},236788009 | Primary male infertility (disorder),Irrelevant,Confirmed,No laterality
department of {p cholesteatoma},363668000 | Cholesteatoma (disorder),Irrelevant,Confirmed,No laterality
sibling has {p indirect inguinal hernia},65626001 | Indirect inguinal hernia (disorder),Irrelevant,Confirmed,No laterality
ddx {p monosomy 9q22.3 syndrome},724098008 | Monosomy 9q22.3 syndrome (disorder),Irrelevant,Confirmed,No laterality
son had {p chronic nonsuppurative thyroiditis},90441002 | Chronic nonsuppurative thyroiditis (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p infarction of small intestine},235846002 | Infarction of small intestine (disorder),Irrelevant,Confirmed,No laterality
{p contusion of vagina} risk assessment,51772000 | Contusion of vagina (disorder),Irrelevant,Confirmed,No laterality
daughter has {p lymphedema hypoparathyroidism syndrome},721083007 | Lymphedema hypoparathyroidism syndrome (disorder),Irrelevant,Confirmed,No laterality
department of {p congenital anomaly of jaw},95473006 | Congenital anomaly of jaw (disorder),Irrelevant,Confirmed,No laterality
father had {p sporadic cretinism},84781002 | Sporadic cretinism (disorder),Irrelevant,Confirmed,No laterality
concerned about {p poisoning caused by diazepam},61406000 | Poisoning caused by diazepam (disorder),Irrelevant,Confirmed,No laterality
father has {p macular pigment epithelial rip},247159009 | Macular pigment epithelial rip (disorder),Irrelevant,Confirmed,No laterality
family hist {p cholesterol pneumonia},233728004 | Cholesterol pneumonia (disorder),Irrelevant,Confirmed,No laterality
father suffers from {p progressive infantile idiopathic scoliosis},20980008 | Progressive infantile idiopathic scoliosis (disorder),Irrelevant,Confirmed,No laterality
family has {p exogenous hand eczema},402227001 | Exogenous hand eczema (disorder),Irrelevant,Confirmed,No laterality
brothers had {p drug-induced hypokalemia},237853005 | Drug-induced hypokalemia (disorder),Irrelevant,Confirmed,No laterality
father suffers from {p anastomotic failure of flap},239208007 | Anastomotic failure of flap (disorder),Irrelevant,Confirmed,No laterality
worried {p gangrene of foot},195303005 | Gangrene of foot (disorder),Irrelevant,Confirmed,No laterality
partner {p complement 5a inhibitor deficiency},234626000 | Complement 5a inhibitor deficiency (disorder),Irrelevant,Confirmed,No laterality
family history of {p perinatal anemia},387702001 | Perinatal anemia (disorder),Irrelevant,Confirmed,No laterality
family hist {p injury of little toe},282779001 | Injury of little toe (disorder),Irrelevant,Confirmed,No laterality
fear of {p accommodative inertia},313329001 | Accommodative inertia (disorder),Irrelevant,Confirmed,No laterality
department of {p malignant neoplasm of midbrain},188297001 | Malignant neoplasm of midbrain (disorder),Irrelevant,Confirmed,No laterality
wife feels {p constant accommodative esotropia},313167009 | Constant accommodative esotropia (disorder),Irrelevant,Confirmed,No laterality
concerned about {p ballard syndrome},722298001 | Ballard syndrome (disorder),Irrelevant,Confirmed,No laterality
concerned about {p alpha thalassemia-2 trait},234385007 | Alpha thalassemia-2 trait (disorder),Irrelevant,Confirmed,No laterality
{p malignant triton tumor} precautions,404040002 | Malignant Triton tumor (disorder),Irrelevant,Confirmed,No laterality
son suffers from {p desultory labor},79179003 | Desultory labor (disorder),Irrelevant,Confirmed,No laterality
father suffers from {p conium maculatum poisoning},68935009 | Conium maculatum poisoning (disorder),Irrelevant,Confirmed,No laterality
{p thoracic back sprain} risk assessment,274162005 | Thoracic back sprain (disorder),Irrelevant,Confirmed,No laterality
mum has {p idiopathic trigeminal neuralgia},230537000 | Idiopathic trigeminal neuralgia (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p venous stenosis},234059001 | Venous stenosis (disorder),Irrelevant,Confirmed,No laterality
relation suffers from {p disorder of lipid metabolism},267431006 | Disorder of lipid metabolism (disorder),Irrelevant,Confirmed,No laterality
worried {p clicking pneumothorax},248702003 | Clicking pneumothorax (disorder),Irrelevant,Confirmed,No laterality
concerned about {p supernumerary permanent tooth},109449006 | Supernumerary permanent tooth (disorder),Irrelevant,Confirmed,No laterality
department of {p congenital lethal erythroderma},722391005 | Congenital lethal erythroderma (disorder),Irrelevant,Confirmed,No laterality
dept of {p abnormal coronary artery course},253714001 | Abnormal coronary artery course (disorder),Irrelevant,Confirmed,No laterality
relation feels {p submammary monilia},279325003 | Submammary monilia (disorder),Irrelevant,Confirmed,No laterality
relative has {p amoxapine poisoning},290810005 | Amoxapine poisoning (disorder),Irrelevant,Confirmed,No laterality
family member had {p human immunodeficiency virus infection},86406008 | Human immunodeficiency virus infection (disorder),Irrelevant,Confirmed,No laterality
risk of {p strain of intercostal muscle},41821000119108 | Strain of intercostal muscle (disorder),Irrelevant,Confirmed,No laterality
uncle suffers from {p masses on mitral apparatus},251004005 | Masses on mitral apparatus (disorder),Irrelevant,Confirmed,No laterality
