text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p neonatal hyperbilirubinemia} not detected,281610001 | Neonatal hyperbilirubinemia (disorder),Present,Negated,No laterality
didnt {p intentional senna overdose},295466004 | Intentional senna overdose (disorder),Present,Negated,No laterality
{p hemopneumothorax} excluded,16632002 | Hemopneumothorax (disorder),Present,Negated,No laterality
{p suppurative sinusitis with complications} not present,232390009 | Suppurative sinusitis with complications (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p anticholinesterase overdose},296368009 | Anticholinesterase overdose (disorder),Present,Negated,No laterality
{p familial acute pancreatitis} absent,235949005 | Familial acute pancreatitis (disorder),Present,Negated,No laterality
{p phlegmasia cerulea dolens} ruled out,66877004 | Phlegmasia cerulea dolens (disorder),Present,Negated,No laterality
didnt {p recurrent anaemia},866381000000109 | Recurrent anaemia (disorder),Present,Negated,No laterality
{p disorder of female perineum} ruled out,700079006 | Disorder of female perineum (disorder),Present,Negated,No laterality
{p intentional loprazolam poisoning} none,291037001 | Intentional loprazolam poisoning (disorder),Present,Negated,No laterality
{p minimally conscious state plus} absent,723152003 | Minimally conscious state plus (disorder),Present,Negated,No laterality
no {p refetoff syndrome},111567006 | Refetoff syndrome (disorder),Present,Negated,No laterality
{p benign neoplasm of pisiform} ruled out,188947008 | Benign neoplasm of pisiform (disorder),Present,Negated,No laterality
{p contracted kidney} neg,709978007 | Contracted kidney (disorder),Present,Negated,No laterality
{p industrial trauma} ruled out,127347009 | Industrial trauma (disorder),Present,Negated,No laterality
{p sheepshearer's hair sinus} neg,238497004 | Sheepshearer's hair sinus (disorder),Present,Negated,No laterality
{p interleukin-12 deficiency} not present,449853003 | Interleukin-12 deficiency (disorder),Present,Negated,No laterality
{p congenital absence of chin} excluded,204285005 | Congenital absence of chin (disorder),Present,Negated,No laterality
{p acquired caliectasis} none,423919000 | Acquired caliectasis (disorder),Present,Negated,No laterality
absent {p retroperitoneal fibrosis},49120005 | Retroperitoneal fibrosis (disorder),Present,Negated,No laterality
negative {p injury of uterine artery},8281003 | Injury of uterine artery (disorder),Present,Negated,No laterality
{p accidental bisacodyl overdose} none,295433003 | Accidental bisacodyl overdose (disorder),Present,Negated,No laterality
{p crushing injury of pharynx} neg,129144002 | Crushing injury of pharynx (disorder),Present,Negated,No laterality
absent {p antimony compound poisoning},212517000 | Antimony compound poisoning (disorder),Present,Negated,No laterality
without mention of {p cleft mandible},92822004 | Cleft mandible (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p laceration of omentum},262888006 | Laceration of omentum (disorder),Present,Negated,No laterality
absence of {p dermo-odonto dysplasia},721091003 | Dermo-odonto dysplasia (disorder),Present,Negated,No laterality
{p inhibited male orgasm} not present,81903006 | Inhibited male orgasm (disorder),Present,Negated,No laterality
absence of {p retinal detachment},42059000 | Retinal detachment (disorder),Present,Negated,No laterality
without {p composite hemangioendothelioma},403984006 | Composite hemangioendothelioma (disorder),Present,Negated,No laterality
not {p melanocytic tumor of skin},276728004 | Melanocytic tumor of skin (disorder),Present,Negated,No laterality
{p open colles' fracture} negative,80411001 | Open Colles' fracture (disorder),Present,Negated,No laterality
absent {p secondary pyrophosphate arthritis},239836009 | Secondary pyrophosphate arthritis (disorder),Present,Negated,No laterality
{p hexetidine adverse reaction} not detected,292867009 | Hexetidine adverse reaction (disorder),Present,Negated,No laterality
"absent {p chondrodysplasia punctata, conradi-hünermann type}","398719004 | Chondrodysplasia punctata, Conradi-Hünermann type (disorder)",Present,Negated,No laterality
negative {p kleefstra syndrome},724207001 | Kleefstra syndrome (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p millipede burn},403154004 | Millipede burn (disorder),Present,Negated,No laterality
{p vaginal adenosis} absent,37956000 | Vaginal adenosis (disorder),Present,Negated,No laterality
{p roselli-gulienetti ectodermal dysplasia} excluded,239009008 | Roselli-Gulienetti ectodermal dysplasia (disorder),Present,Negated,No laterality
{p avulsion of tonsil} no,110138006 | Avulsion of tonsil (disorder),Present,Negated,No laterality
{p magnesium sulfate adverse reaction} ruled out,292140001 | Magnesium sulfate adverse reaction (disorder),Present,Negated,No laterality
neg {p deformity of erection},236755002 | Deformity of erection (disorder),Present,Negated,No laterality
{p abscess of trunk} ruled out,49298003 | Abscess of trunk (disorder),Present,Negated,No laterality
absence of {p vinblastine adverse reaction},292251009 | Vinblastine adverse reaction (disorder),Present,Negated,No laterality
didnt {p motor developmental delay},760491000000102 | Motor developmental delay (disorder),Present,Negated,No laterality
{p superior rectus underaction} no,313160006 | Superior rectus underaction (disorder),Present,Negated,No laterality
{p intentional etodolac overdose} not detected,295232005 | Intentional etodolac overdose (disorder),Present,Negated,No laterality
{p persistent hyperplastic primary vitreous} not present,314270008 | Persistent hyperplastic primary vitreous (disorder),Present,Negated,No laterality
didnt {p chorioretinal atrophy},95686007 | Chorioretinal atrophy (disorder),Present,Negated,No laterality
no {p post-traumatic endophthalmitis},314547001 | Post-traumatic endophthalmitis (disorder),Present,Negated,No laterality
absent {p 19p13.13 microdeletion syndrome},764440006 | 19p13.13 microdeletion syndrome (disorder),Present,Negated,No laterality
{p primary cryofibrinogenemia} none,61802005 | Primary cryofibrinogenemia (disorder),Present,Negated,No laterality
{p hydroa vacciniforme} negative,200837006 | Hydroa vacciniforme (disorder),Present,Negated,No laterality
without mention of {p hamartoma of muscle},399940000 | Hamartoma of muscle (disorder),Present,Negated,No laterality
absence of {p dextran adverse reaction},293312009 | Dextran adverse reaction (disorder),Present,Negated,No laterality
no {p ultraviolet b phototherapy burn},238520006 | Ultraviolet B phototherapy burn (disorder),Present,Negated,No laterality
not {p osteoarthritis of sternoclavicular joint},850791000000102 | Osteoarthritis of sternoclavicular joint (disorder),Present,Negated,No laterality
without mention of {p cough variant asthma},409663006 | Cough variant asthma (disorder),Present,Negated,No laterality
absence of {p dislocation of radial head},263023008 | Dislocation of radial head (disorder),Present,Negated,No laterality
{p aniridia type 2} no,253232000 | Aniridia type 2 (disorder),Present,Negated,No laterality
{p intentional pipothiazine overdose} neg,296231008 | Intentional pipothiazine overdose (disorder),Present,Negated,No laterality
{p injury of little toe} ruled out,282779001 | Injury of little toe (disorder),Present,Negated,No laterality
no {p zoster sine herpete},449783002 | Zoster sine herpete (disorder),Present,Negated,No laterality
denied {p idiopathic hydronephrosis},373651000 | Idiopathic hydronephrosis (disorder),Present,Negated,No laterality
negative {p cardiac complication},40172005 | Cardiac complication (disorder),Present,Negated,No laterality
{p micropapilla} negative,128533009 | Micropapilla (disorder),Present,Negated,No laterality
{p lantana species poisoning} absent,62943008 | Lantana species poisoning (disorder),Present,Negated,No laterality
without mention of {p congenital generalized alopecia},268288009 | Congenital generalized alopecia (disorder),Present,Negated,No laterality
denied {p conjunctival abrasion},609362004 | Conjunctival abrasion (disorder),Present,Negated,No laterality
{p acquired tracheal collapse} no,45616003 | Acquired tracheal collapse (disorder),Present,Negated,No laterality
{p localized candidiasis} no,129672005 | Localized candidiasis (disorder),Present,Negated,No laterality
lack of {p rubella in pregnancy},274119009 | Rubella in pregnancy (disorder),Present,Negated,No laterality
{p alcoholic disinfectant adverse reaction} absent,292879009 | Alcoholic disinfectant adverse reaction (disorder),Present,Negated,No laterality
negative {p crush injury of labia},275420003 | Crush injury of labia (disorder),Present,Negated,No laterality
{p peroxisomal thiolase deficiency} no,238067002 | Peroxisomal thiolase deficiency (disorder),Present,Negated,No laterality
absent {p injury of popliteal artery},15531007 | Injury of popliteal artery (disorder),Present,Negated,No laterality
{p lymphoma of gastrointestinal tract} none,449072004 | Lymphoma of gastrointestinal tract (disorder),Present,Negated,No laterality
no evidence of {p acute localized suppurative melioidosis},240390000 | Acute localized suppurative melioidosis (disorder),Present,Negated,No laterality
no evidence of {p chamber angle degenerative changes},193507008 | Chamber angle degenerative changes (disorder),Present,Negated,No laterality
{p mucoid impaction of bronchi} not present,26068009 | Mucoid impaction of bronchi (disorder),Present,Negated,No laterality
{p peripheral retinal edema} not detected,54388004 | Peripheral retinal edema (disorder),Present,Negated,No laterality
{p afterimage} absent,421705002 | Afterimage (disorder),Present,Negated,No laterality
{p infection caused by dipetalonema} neg,15629006 | Infection caused by Dipetalonema (disorder),Present,Negated,No laterality
{p gemeprost adverse reaction} neg,292713005 | Gemeprost adverse reaction (disorder),Present,Negated,No laterality
without mention of {p benign neuroendocrine tumor},255047001 | Benign neuroendocrine tumor (disorder),Present,Negated,No laterality
{p endosalpingiosis} excluded,55850004 | Endosalpingiosis (disorder),Present,Negated,No laterality
absent {p poisoning caused by antitussive},86733006 | Poisoning caused by antitussive (disorder),Present,Negated,No laterality
{p epithelioid neurofibroma} not present,404032008 | Epithelioid neurofibroma (disorder),Present,Negated,No laterality
no {p anabolic steroids adverse reaction},293218006 | Anabolic steroids adverse reaction (disorder),Present,Negated,No laterality
{p peroxisomal thiolase deficiency} no,238067002 | Peroxisomal thiolase deficiency (disorder),Present,Negated,No laterality
lack of {p intentional methotrexate poisoning},290682009 | Intentional methotrexate poisoning (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p lumbar radiculitis},16864831000119104 | Lumbar radiculitis (disorder),Present,Negated,No laterality
{p secondary pneumonic plague} not present,67525007 | Secondary pneumonic plague (disorder),Present,Negated,No laterality
{p perforation of pharyngeal diverticulum} not detected,95204003 | Perforation of pharyngeal diverticulum (disorder),Present,Negated,No laterality
{p deficiency of w-amidase} no,124508001 | Deficiency of w-amidase (disorder),Present,Negated,No laterality
without {p lofepramine poisoning},290841006 | Lofepramine poisoning (disorder),Present,Negated,No laterality
{p virilizing adrenal tumor} excluded,237796007 | Virilizing adrenal tumor (disorder),Present,Negated,No laterality
{p infection of large intestine} none,737345002 | Infection of large intestine (disorder),Present,Negated,No laterality
{p chorda tympani disorder} none,347079002 | Chorda tympani disorder (disorder),Present,Negated,No laterality
{p peripheral axonal neuropathy} no,128208007 | Peripheral axonal neuropathy (disorder),Present,Negated,No laterality
no evidence of {p adenosine adverse reaction},293437000 | Adenosine adverse reaction (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p preseptal cellulitis},314516007 | Preseptal cellulitis (disorder),Present,Negated,No laterality
