text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
may be {p sulpiride adverse reaction},292372005 | Sulpiride adverse reaction (disorder),Present,Suspected,No laterality
sus {p hydroa vacciniforme},200837006 | Hydroa vacciniforme (disorder),Present,Suspected,No laterality
suspicious {p glossocele},19263008 | Glossocele (disorder),Present,Suspected,No laterality
susp {p acute arthropathy},25616007 | Acute arthropathy (disorder),Present,Suspected,No laterality
exclude {p moniliform hamartoma},239128003 | Moniliform hamartoma (disorder),Present,Suspected,No laterality
pos {p transient synovitis},202924004 | Transient synovitis (disorder),Present,Suspected,No laterality
suspicious {p acute moraxella catarrhalis bronchitis},195722003 | Acute Moraxella catarrhalis bronchitis (disorder),Present,Suspected,No laterality
probable {p fibrositis arm},203105008 | Fibrositis arm (disorder),Present,Suspected,No laterality
exclude {p acquired methemoglobinemia},295315008 | Acquired methemoglobinemia (disorder),Present,Suspected,No laterality
could be {p secondary syphilis of bone},63751007 | Secondary syphilis of bone (disorder),Present,Suspected,No laterality
suspected {p keratitis caused by infection},733312003 | Keratitis caused by infection (disorder),Present,Suspected,No laterality
susp {p 2-ketoadipic acidemia},237931009 | 2-Ketoadipic acidemia (disorder),Present,Suspected,No laterality
prob {p perioperative hematoma},762958007 | Perioperative hematoma (disorder),Present,Suspected,No laterality
quer {p x-linked hereditary disease},128430005 | X-linked hereditary disease (disorder),Present,Suspected,No laterality
suspected {p ependymoblastoma},715901002 | Ependymoblastoma (disorder),Present,Suspected,No laterality
exclude {p primary hyperoxaluria},17901006 | Primary hyperoxaluria (disorder),Present,Suspected,No laterality
suspect {p bursitis of right hip},773968006 | Bursitis of right hip (disorder),Present,Suspected,Right
could have {p varicose eczema},366362000 | Varicose eczema (disorder),Present,Suspected,No laterality
sus {p superficial injury of shoulder},274191008 | Superficial injury of shoulder (disorder),Present,Suspected,No laterality
quer {p mucocele of mouth},235017008 | Mucocele of mouth (disorder),Present,Suspected,No laterality
probable {p mycobacteriosis},88415009 | Mycobacteriosis (disorder),Present,Suspected,No laterality
likely {p environmentally-induced pyrexia in newborn},30571006 | Environmentally-induced pyrexia in newborn (disorder),Present,Suspected,No laterality
probably {p diffuse lewy body disease},80098002 | Diffuse Lewy body disease (disorder),Present,Suspected,No laterality
suspicious {p infected bursa},122482001 | Infected bursa (disorder),Present,Suspected,No laterality
may {p melanoma-associated retinopathy},312941005 | Melanoma-associated retinopathy (disorder),Present,Suspected,No laterality
probably {p accidental immunostimulant poisoning},290575002 | Accidental immunostimulant poisoning (disorder),Present,Suspected,No laterality
probable {p neoplasm of scaphoid bone},126573007 | Neoplasm of scaphoid bone (disorder),Present,Suspected,No laterality
may be {p contusion of rib},428016006 | Contusion of rib (disorder),Present,Suspected,No laterality
{p neoplasm of cerebral meninges} suspected,126959008 | Neoplasm of cerebral meninges (disorder),Present,Suspected,No laterality
may be {p burn of urethra},283919005 | Burn of urethra (disorder),Present,Suspected,No laterality
likely {p secondary osteoporotic fracture},11314841000119105 | Secondary osteoporotic fracture (disorder),Present,Suspected,No laterality
exclude {p epileptic vertigo},68761002 | Epileptic vertigo (disorder),Present,Suspected,No laterality
prob {p deficiency of glutathione-homocystine transhydrogenase},124197006 | Deficiency of glutathione-homocystine transhydrogenase (disorder),Present,Suspected,No laterality
probably {p eosinophilic granuloma of bone},238476000 | Eosinophilic granuloma of bone (disorder),Present,Suspected,No laterality
sus {p chronic inversion of uterus},83526003 | Chronic inversion of uterus (disorder),Present,Suspected,No laterality
{p neoplasm of retroperitoneum} suspected,126872008 | Neoplasm of retroperitoneum (disorder),Present,Suspected,No laterality
probable {p hypercalcemia due to tuberculosis},698729002 | Hypercalcemia due to tuberculosis (disorder),Present,Suspected,No laterality
query {p pancreatoblastoma},189814006 | Pancreatoblastoma (disorder),Present,Suspected,No laterality
may be {p top of basilar syndrome},276222004 | Top of basilar syndrome (disorder),Present,Suspected,No laterality
possibly {p genitourinary tract schistosomiasis},135261000119106 | Genitourinary tract schistosomiasis (disorder),Present,Suspected,No laterality
may {p stenosis of cystic duct},197419003 | Stenosis of cystic duct (disorder),Present,Suspected,No laterality
probably {p huntington disease-like 1},784371009 | Huntington disease-like 1 (disorder),Present,Suspected,No laterality
probably {p deficiency of prolyl dipeptidase},360987009 | Deficiency of prolyl dipeptidase (disorder),Present,Suspected,No laterality
{p atresia of penile urethra} suspected,708059004 | Atresia of penile urethra (disorder),Present,Suspected,No laterality
could be {p enophthalmos of right eye},335311000119109 | Enophthalmos of right eye (disorder),Present,Suspected,Right
probable {p chorioretinitis of right eye},336091000119109 | Chorioretinitis of right eye (disorder),Present,Suspected,Right
poss {p interruption of coronary artery},461104009 | Interruption of coronary artery (disorder),Present,Suspected,No laterality
sus {p isthmic spondylolisthesis},203683004 | Isthmic spondylolisthesis (disorder),Present,Suspected,No laterality
? {p extracapsular adrenal tissue},93452009 | Extracapsular adrenal tissue (disorder),Present,Suspected,No laterality
maybe {p neoplasm of brain},126952004 | Neoplasm of brain (disorder),Present,Suspected,No laterality
sus {p disorder of uveal tract},95678007 | Disorder of uveal tract (disorder),Present,Suspected,No laterality
maybe {p infection of tibia},203233002 | Infection of tibia (disorder),Present,Suspected,No laterality
query {p kyphotic pelvis},31945009 | Kyphotic pelvis (disorder),Present,Suspected,No laterality
possibly {p degenerative mitral valve prolapse},703359009 | Degenerative mitral valve prolapse (disorder),Present,Suspected,No laterality
quer {p vacuum extraction chignon},206201001 | Vacuum extraction chignon (disorder),Present,Suspected,No laterality
{p congenital malposition of heart} suspected,10818008 | Congenital malposition of heart (disorder),Present,Suspected,No laterality
likely {p laceration of prostate},283930008 | Laceration of prostate (disorder),Present,Suspected,No laterality
may {p pinus species poisoning},34819000 | Pinus species poisoning (disorder),Present,Suspected,No laterality
{p gingival pocket} suspected,109628004 | Gingival pocket (disorder),Present,Suspected,No laterality
prob {p nasopharyngeal sarcoidosis},234528007 | Nasopharyngeal sarcoidosis (disorder),Present,Suspected,No laterality
quer {p chorioretinal atrophy},95686007 | Chorioretinal atrophy (disorder),Present,Suspected,No laterality
probable {p acral erythema},238993006 | Acral erythema (disorder),Present,Suspected,No laterality
query {p relative afferent pupillary defect},232122003 | Relative afferent pupillary defect (disorder),Present,Suspected,No laterality
susp {p blast injury to intestines},242007009 | Blast injury to intestines (disorder),Present,Suspected,No laterality
possible {p cardioembolic stroke},413758000 | Cardioembolic stroke (disorder),Present,Suspected,No laterality
suspicion of {p blepharospasm of left eyelid},15631291000119104 | Blepharospasm of left eyelid (disorder),Present,Suspected,Left
could be {p congenital hypopigmentation of choroid},95492008 | Congenital hypopigmentation of choroid (disorder),Present,Suspected,No laterality
may be {p injury of intercostobrachial nerve},212295006 | Injury of intercostobrachial nerve (disorder),Present,Suspected,No laterality
sus {p fistula colli congenita},57014008 | Fistula colli congenita (disorder),Present,Suspected,No laterality
likely {p prominent ear},275478007 | Prominent ear (disorder),Present,Suspected,No laterality
likely {p glomerulitis},22702000 | Glomerulitis (disorder),Present,Suspected,No laterality
exclude {p deficiency of glycerol-3-phosphate acyltransferase},124264000 | Deficiency of glycerol-3-phosphate acyltransferase (disorder),Present,Suspected,No laterality
maybe {p viral esophagitis},235603003 | Viral esophagitis (disorder),Present,Suspected,No laterality
possibly {p disseminated mycobacterium gordonae infection},423969008 | Disseminated Mycobacterium gordonae infection (disorder),Present,Suspected,No laterality
sus {p anoxic brain damage complication},213208008 | Anoxic brain damage complication (disorder),Present,Suspected,No laterality
sus {p triploidy syndrome},66651005 | Triploidy syndrome (disorder),Present,Suspected,No laterality
{p accidental chlorpheniramine poisoning} suspected,291339007 | Accidental chlorpheniramine poisoning (disorder),Present,Suspected,No laterality
possible {p complete left cleft lip},763733001 | Complete left cleft lip (disorder),Present,Suspected,Left
possible {p mental disorder},74732009 | Mental disorder (disorder),Present,Suspected,No laterality
likely {p neonatal renal disorder},363224005 | Neonatal renal disorder (disorder),Present,Suspected,No laterality
could be {p sesbania punicea poisoning},77357008 | Sesbania punicea poisoning (disorder),Present,Suspected,No laterality
suspicion of {p apical axillary lymphadenopathy},127192009 | Apical axillary lymphadenopathy (disorder),Present,Suspected,No laterality
could have {p deficiency of polyribonucleotide nucleotidyltransferase},124351003 | Deficiency of polyribonucleotide nucleotidyltransferase (disorder),Present,Suspected,No laterality
{p toxic cataract} suspected,38583007 | Toxic cataract (disorder),Present,Suspected,No laterality
likely {p juvenile osteochondrosis of pelvis},13658006 | Juvenile osteochondrosis of pelvis (disorder),Present,Suspected,No laterality
probably {p ventricular hemorrhage of fetus},428241007 | Ventricular hemorrhage of fetus (disorder),Present,Suspected,No laterality
probable {p anal warts},240597001 | Anal warts (disorder),Present,Suspected,No laterality
possible {p viral keratitis},314020001 | Viral keratitis (disorder),Present,Suspected,No laterality
prob {p piretanide adverse reaction},293466002 | Piretanide adverse reaction (disorder),Present,Suspected,No laterality
could be {p corneal graft infection},314553001 | Corneal graft infection (disorder),Present,Suspected,No laterality
probable {p fetal rhabdomyoma},404049001 | Fetal rhabdomyoma (disorder),Present,Suspected,No laterality
probable {p idiopathic myoclonic epilepsy},230428002 | Idiopathic myoclonic epilepsy (disorder),Present,Suspected,No laterality
prob {p pelvic joint/ligament damage},267348004 | Pelvic joint/ligament damage (disorder),Present,Suspected,No laterality
suspected {p psychological disorder during pregnancy},18491000119109 | Psychological disorder during pregnancy (disorder),Present,Suspected,No laterality
? {p propofol poisoning},290494009 | Propofol poisoning (disorder),Present,Suspected,No laterality
query {p pregnancy with isoimmunization},237300009 | Pregnancy with isoimmunization (disorder),Present,Suspected,No laterality
quer {p buprenorphine poisoning},290174008 | Buprenorphine poisoning (disorder),Present,Suspected,No laterality
possibly {p acute generalized exanthematous pustulosis},702617007 | Acute generalized exanthematous pustulosis (disorder),Present,Suspected,No laterality
sus {p disorder of bone},76069003 | Disorder of bone (disorder),Present,Suspected,No laterality
maybe {p sinoatrial block},65778007 | Sinoatrial block (disorder),Present,Suspected,No laterality
sus {p human bite of heel},283733004 | Human bite of heel (disorder),Present,Suspected,No laterality
sus {p gastritis cystica profunda},708964003 | Gastritis cystica profunda (disorder),Present,Suspected,No laterality
may {p backing of sounds},955311000000106 | Backing of sounds (disorder),Present,Suspected,No laterality
